71 79
74 74
78 78
85 78
90 80
97 78
106 80
117 76
125 80
133 75
137 81
146 84
152 88
151 89
164 90
168 93
181 96
184 104
197 103
206 111
216 118
224 124
235 129
237 138
243 140
251 145
250 164
245 173
247 181
239 199
254 204
262 206
272 210
264 223
248 248
245 261
222 288
216 300
217 301
207 315
202 327
190 341
177 353
162 364
156 371
153 359
136 372
124 381
128 375
117 383
107 372
99 368
82 368
72 374
73 363
64 350
56 342
58 327
53 317
47 315
49 303
46 277
39 271
39 255
39 242
39 235
36 233
36 218
30 209
30 198
37 183
37 179
38 169
41 160
36 161
35 152
35 140
35 131
40 124
38 119
36 122
38 117
40 114
43 108
47 104
49 100
52 95
55 95
59 92
65 85
66 82
67 82
69 80
71 70
80 67
85 66
87 65
90 64
98 63
111 61
116 63
124 63
136 63
143 67
148 67
163 70
173 70
179 77
189 78
195 85
203 82
218 87
223 99
229 110
238 119
254 126
258 136
264 145
257 160
254 173
259 193
250 207
248 222
246 236
243 252
241 258
230 269
212 287
202 297
190 318
170 335
158 351
147 353
135 354
121 351
114 346
100 346
96 337
89 330
78 323
75 316
75 311
68 297
54 299
47 292
52 279
50 266
44 256
39 246
35 241
35 234
29 223
25 209
24 193
23 188
24 181
26 172
24 164
29 154
33 142
36 138
38 131
34 131
37 123
38 108
42 108
45 106
47 97
46 97
40 101
37 101
34 97
37 90
34 91
35 85
37 85
42 77
47 73
51 69
48 74
49 67
51 65
49 67
54 65
55 64
56 59
66 54
77 49
80 46
80 48
90 51
102 48
110 50
114 54
120 53
126 56
141 56
155 59
167 59
174 62
186 63
203 63
218 68
228 75
242 77
254 85
270 87
280 97
299 101
316 116
327 128
331 154
331 172
341 188
339 209
338 237
332 258
331 290
326 303
310 337
279 372
258 408
230 429
212 437
192 439
172 449
164 453
155 461
134 465
120 469
101 464
77 467
73 458
67 445
60 438
56 420
53 405
50 391
44 379
38 365
41 352
36 341
32 323
32 311
31 299
29 293
29 285
24 281
26 267
28 253
31 242
29 231
29 224
24 223
21 210
24 198
23 187
25 177
23 170
22 163
23 158
24 156
24 147
24 130
24 124
25 118
29 114
30 108
32 105
29 103
29 97
30 93
28 96
29 92
31 90
31 90
33 83
30 83
32 77
37 72
46 68
48 65
52 61
52 60
57 60
64 59
69 59
77 56
83 56
87 53
93 47
99 45
104 49
104 50
109 50
124 50
136 53
146 56
150 63
159 64
168 71
173 78
188 85
204 83
212 91
215 99
226 103
232 114
239 128
243 140
270 146
283 148
289 157
296 171
300 190
293 229
285 250
268 278
255 299
253 312
242 331
214 357
193 373
168 391
143 402
132 402
133 401
125 399
107 403
95 398
86 394
83 376
80 366
80 357
68 355
62 349
60 334
51 324
48 312
51 298
49 288
49 266
50 247
48 235
51 224
51 212
46 204
43 197
43 179
43 170
41 165
40 156
37 149
41 142
43 133
43 131
46 126
53 119
55 116
59 107
66 103
71 98
78 94
90 88
92 84
96 79
102 73
106 75
113 75
122 81
125 81
133 85
145 85
153 86
169 89
182 93
197 96
216 96
232 100
239 106
251 108
260 117
265 127
285 134
293 153
286 174
294 178
292 193
292 203
292 220
304 232
300 255
285 289
262 319
260 331
248 348
232 372
216 386
171 409
160 414
162 404
148 407
137 405
124 403
114 406
92 411
73 416
68 405
68 390
55 374
47 354
41 344
36 327
33 313
37 300
36 289
32 275
27 269
27 262
24 252
24 242
25 229
26 223
27 212
24 205
23 199
24 191
22 188
22 172
23 166
20 158
20 148
18 143
20 133
19 128
19 121
23 110
24 105
23 103
25 95
28 90
30 87
35 84
39 78
41 79
43 74
46 69
46 69
50 69
57 66
57 61
63 61
65 64
71 61
79 59
79 59
75 65
81 64
88 60
96 58
102 61
107 63
114 63
126 63
132 65
147 63
159 64
183 61
195 66
214 71
220 77
251 79
266 82
281 82
293 90
313 100
337 111
367 119
386 133
387 159
400 172
427 202
413 246
404 273
387 315
365 348
332 386
292 431
259 464
239 493
204 517
169 543
130 553
114 546
111 537
88 542
80 527
72 517
64 515
49 503
42 483
34 466
29 447
27 427
26 402
25 383
22 360
19 345
20 333
19 312
17 285
15 275
13 263
9 257
9 240
9 221
8 210
7 200
8 184
9 174
7 168
7 158
7 149
7 139
8 134
9 120
8 113
8 106
9 99
10 92
11 84
12 79
11 74
10 69
9 63
9 59
12 56
12 52
12 50
11 47
11 44
13 44
13 43
14 44
14 40
15 40
16 39
19 35
23 32
22 30
24 27
25 24
29 23
34 22
37 23
43 18
45 20
49 18
55 18
62 18
70 18
80 17
91 16
100 16
106 18
115 19
129 19
145 20
164 22
187 23
203 25
213 25
240 26
264 28
274 31
292 29
316 32
332 34
365 41
396 45
438 56
460 71
480 89
520 101
551 116
575 139
586 169
585 227
558 304
553 352
542 400
467 505
393 590
326 650
254 715
190 748
138 758
105 757
78 757
66 735
48 730
43 708
36 676
31 645
21 620
19 588
15 551
15 509
16 478
14 439
15 421
13 400
12 389
14 368
16 339
13 328
9 315
10 297
9 280
8 267
9 253
9 237
8 226
9 211
11 206
11 201
10 197
9 189
10 172
10 166
8 158
9 147
8 141
11 128
11 126
11 114
10 109
10 102
11 98
13 89
16 87
16 83
19 79
20 74
21 72
24 68
29 64
33 61
33 61
35 59
41 56
44 55
46 50
51 49
51 46
52 45
56 44
59 42
66 39
71 39
80 36
80 37
93 37
96 40
100 40
101 43
103 47
108 49
120 49
127 53
138 52
154 53
169 55
175 59
188 58
206 59
224 62
239 66
262 67
281 72
298 80
311 96
329 101
337 114
341 137
347 150
352 165
369 180
371 204
380 226
381 248
367 286
367 319
327 368
289 401
256 432
228 461
200 483
159 514
135 518
111 518
92 516
75 510
62 503
53 490
36 486
30 475
25 451
26 427
25 405
26 380
26 355
28 338
25 326
24 308
22 298
19 287
17 271
19 253
16 243
17 231
19 214
17 203
19 192
19 182
21 170
23 161
22 155
21 149
19 147
20 141
17 137
15 134
18 127
17 120
19 117
19 110
17 108
16 104
17 99
16 91
17 89
20 84
19 83
19 78
22 76
22 70
25 64
27 62
29 59
32 56
36 54
34 54
42 50
46 46
48 43
