50 44
56 40
66 37
71 34
81 32
87 32
97 33
111 29
127 26
137 27
141 29
150 31
169 34
180 34
198 32
207 38
226 40
238 42
252 45
288 47
308 47
335 47
358 54
388 61
412 66
456 71
479 82
512 94
535 118
529 160
517 200
520 236
523 267
481 333
439 396
396 441
355 492
312 546
262 604
196 652
150 676
114 678
90 684
72 668
61 633
49 607
43 587
34 565
23 543
23 522
17 495
13 465
13 445
8 416
7 400
6 365
6 350
5 334
5 322
5 299
6 290
8 275
8 256
5 240
7 232
6 223
6 212
7 192
8 181
7 173
6 162
9 146
10 142
11 132
10 128
11 123
12 109
11 102
12 100
15 94
16 91
17 87
20 85
20 78
19 78
20 74
17 74
18 70
21 65
24 63
26 61
28 61
27 58
33 56
38 53
41 50
44 46
50 45
54 39
58 37
61 37
64 35
71 33
81 30
85 29
93 27
99 30
106 31
118 31
122 35
124 36
138 38
139 44
156 45
165 48
173 52
180 53
190 57
199 61
221 59
234 65
247 69
269 71
294 77
307 93
333 106
344 116
364 124
372 142
388 163
364 200
349 242
340 277
332 301
307 339
275 372
251 407
230 433
208 452
175 484
147 497
129 509
111 512
101 508
87 498
71 488
51 484
35 471
32 449
27 427
25 402
24 385
22 362
20 340
18 324
18 302
17 280
15 263
17 250
18 238
20 226
20 221
17 212
20 203
22 190
21 184
20 173
19 165
19 156
20 148
23 140
24 130
24 124
25 122
26 114
27 104
29 96
30 95
27 93
26 87
31 82
33 76
37 74
40 71
40 68
42 64
44 60
49 58
53 52
61 52
61 54
65 51
72 49
75 48
79 48
88 46
97 47
100 47
105 43
120 42
122 44
134 44
139 49
149 47
160 51
175 50
183 55
195 60
206 65
217 71
228 72
246 74
261 84
266 92
293 96
323 93
341 101
377 108
386 126
420 140
420 171
421 209
419 244
410 268
387 308
373 343
343 395
321 430
284 469
255 492
223 524
179 546
156 546
128 555
108 547
95 530
87 518
79 509
60 500
63 475
52 454
45 424
40 403
41 379
40 358
38 333
40 322
39 308
39 297
38 288
36 275
36 263
31 256
31 243
32 228
27 221
25 210
26 202
24 193
24 181
25 166
24 154
27 143
27 139
29 133
32 122
37 113
38 111
40 105
43 96
44 95
45 93
49 90
48 89
50 84
54 82
56 78
62 75
65 74
69 68
68 70
74 71
78 69
84 69
92 69
102 65
107 64
115 61
124 60
142 57
150 57
164 58
170 57
180 57
194 57
209 58
235 58
260 61
288 61
309 70
342 82
364 83
376 104
395 124
426 141
428 174
443 200
437 231
416 274
418 313
389 356
351 414
300 458
281 497
232 549
191 577
151 587
115 586
102 588
85 575
76 559
58 564
43 554
36 525
23 517
18 489
16 466
14 439
15 410
12 389
11 366
10 338
8 318
8 308
7 300
6 287
6 269
6 256
5 244
5 228
3 222
4 211
4 198
4 189
4 172
4 161
4 151
5 147
5 141
5 130
6 124
7 118
7 113
6 109
6 99
6 93
5 87
7 81
9 77
9 74
10 71
11 67
10 66
10 62
12 57
11 57
11 54
14 49
15 46
16 42
17 38
18 36
19 34
23 31
24 29
24 28
23 29
28 28
31 26
32 26
34 21
37 19
45 18
48 16
52 15
56 16
60 15
68 14
77 15
86 16
96 16
105 14
120 14
129 15
142 15
152 14
165 13
183 15
195 14
217 13
239 12
270 12
295 16
332 17
378 18
423 23
467 19
517 22
551 33
596 42
639 51
708 55
751 72
788 100
829 145
841 199
835 269
789 384
674 536
538 697
414 816
316 894
218 954
143 998
104 994
75 967
61 929
47 890
36 851
29 809
25 771
22 731
18 694
15 659
13 627
11 593
9 558
7 532
6 509
4 493
3 478
2 461
1 436
1 413
1 386
1 364
1 349
1 329
1 315
1 296
1 278
1 261
1 248
2 232
2 220
2 210
3 199
3 186
4 179
4 168
4 160
4 148
3 139
5 131
7 121
8 111
8 102
10 94
10 90
9 88
10 84
10 81
10 74
11 72
13 66
17 63
18 61
18 59
18 56
19 53
21 48
26 47
27 45
31 47
32 47
33 46
41 44
42 42
47 42
50 42
54 43
60 42
66 39
78 38
85 36
96 35
106 36
114 35
122 34
132 37
142 41
155 44
165 46
180 45
192 46
210 45
219 51
240 51
250 54
266 56
285 57
311 63
337 61
359 76
371 92
384 106
393 123
414 134
427 150
429 189
434 216
401 279
389 303
375 334
351 373
306 417
261 462
237 481
202 501
173 513
144 528
120 533
109 515
86 525
73 508
68 493
50 480
46 455
54 430
47 430
40 416
37 403
35 389
35 370
37 354
32 340
29 325
28 307
27 287
26 272
25 262
27 249
30 238
26 228
21 224
22 215
20 208
23 199
20 190
21 182
21 178
20 170
22 163
22 156
24 147
24 141
23 139
25 137
23 134
25 127
27 123
30 114
32 107
34 102
38 95
39 91
40 86
43 85
48 77
49 76
48 74
54 73
64 70
67 66
74 65
73 62
76 59
82 60
88 61
99 59
102 60
106 60
112 57
121 58
142 52
149 53
161 57
168 60
181 62
199 69
210 69
236 69
264 70
288 70
309 78
324 91
339 105
359 119
370 137
372 152
381 166
377 189
376 210
369 249
349 287
324 327
302 351
285 389
258 408
243 430
217 464
177 481
157 503
132 519
112 517
103 508
92 505
77 506
69 494
57 480
42 478
29 470
22 456
22 428
19 412
17 392
16 371
14 359
11 341
11 331
13 309
11 292
10 279
7 260
6 239
8 228
6 221
8 208
8 188
9 172
9 160
10 154
11 145
9 136
7 130
6 120
5 113
5 107
5 98
3 92
3 86
3 83
3 76
4 70
4 63
3 61
4 54
5 50
6 47
5 48
5 45
5 42
5 40
5 36
6 35
6 34
7 33
7 31
7 30
7 28
7 27
8 25
9 24
10 24
11 24
11 22
14 20
17 19
17 18
18 18
21 17
21 16
23 14
26 13
30 13
31 13
35 12
37 13
40 13
44 13
48 13
52 14
58 15
60 19
69 19
72 25
80 24
85 24
89 25
101 23
116 22
128 20
141 21
146 21
163 19
181 20
195 21
214 18
233 17
250 15
278 16
301 20
337 20
364 25
387 26
421 28
469 35
516 45
558 50
603 59
666 75
707 100
721 137
736 193
711 270
661 368
583 485
486 600
391 711
329 782
219 861
157 885
96 890
76 881
58 844
47 808
37 784
26 746
21 719
17 668
18 632
17 608
14 573
12 538
8 509
6 480
5 456
7 436
8 423
6 403
6 375
4 352
2 336
1 325
1 308
0 295
0 276
0 255
0 242
0 232
0 217
0 201
0 188
0 177
0 161
0 155
0 143
0 133
0 121
0 116
0 108
0 100
0 96
0 89
0 83
0 81
0 77
0 69
0 66
0 62
0 56
0 52
0 47
0 44
0 43
0 42
0 41
0 38
0 36
0 34
0 31
0 29
0 28
0 27
0 26
0 25
0 23
0 22
0 21
0 19
0 18
0 17
0 15
0 14
0 13
0 12
0 11
0 10
0 9
0 8
0 7
