71 79
97 78
137 81
168 93
216 118
251 145
254 204
245 261
202 327
153 359
107 372
64 350
49 303
39 235
37 183
35 152
36 122
49 100
66 82
85 66
116 63
163 70
203 82
254 126
259 193
241 258
170 335
114 346
75 316
52 279
35 234
24 181
36 138
42 108
37 101
37 85
49 67
56 59
90 51
126 56
186 63
254 85
327 128
338 237
279 372
172 449
101 464
56 420
41 352
29 293
31 242
24 198
23 158
25 118
29 97
31 90
46 68
64 59
93 47
124 50
168 71
215 99
270 146
293 229
242 331
132 402
86 394
62 349
49 288
51 212
41 165
43 131
66 103
96 79
125 81
182 93
251 108
286 174
304 232
248 348
162 404
92 411
47 354
36 289
24 242
23 199
20 158
19 121
28 90
43 74
57 61
79 59
102 61
147 63
220 77
313 100
400 172
365 348
204 517
88 542
42 483
25 383
17 285
9 221
7 168
9 120
11 84
9 59
11 44
15 40
24 27
43 18
70 18
115 19
203 25
292 29
438 56
575 139
542 400
190 748
48 730
19 588
15 421
13 328
9 253
11 201
8 158
11 114
16 87
24 68
41 56
52 45
80 36
101 43
138 52
206 59
298 80
347 150
381 248
256 432
111 518
36 486
26 380
22 298
17 231
21 170
20 141
19 117
16 91
22 76
32 56
48 43
81 32
137 27
198 32
288 47
412 66
529 160
439 396
196 652
61 633
23 522
7 400
5 299
7 232
7 173
10 128
15 94
19 78
24 63
38 53
58 37
85 29
122 35
165 48
221 59
307 93
388 163
307 339
175 484
87 498
27 427
18 324
18 238
22 190
20 148
26 114
26 87
40 68
61 52
79 48
120 42
160 51
217 71
293 96
420 140
387 308
255 492
108 547
63 475
40 358
38 288
32 228
24 181
29 133
43 96
50 84
69 68
92 69
142 57
194 57
309 70
426 141
418 313
232 549
85 575
23 517
12 389
7 300
5 228
4 172
5 130
6 99
9 74
12 57
16 42
24 29
32 26
52 15
86 16
142 15
217 13
378 18
596 42
829 145
538 697
104 994
29 809
13 627
4 493
1 386
1 296
2 220
4 168
7 121
9 88
13 66
19 53
32 47
50 42
85 36
132 37
192 46
266 56
371 92
429 189
351 373
173 513
73 508
47 430
37 354
26 272
21 224
21 182
24 147
25 127
38 95
49 76
74 65
99 59
142 52
199 69
309 78
372 152
349 287
243 430
112 517
57 480
19 412
11 331
6 239
9 172
7 130
3 92
4 63
5 48
6 35
7 28
11 24
18 18
30 13
44 13
69 19
101 23
163 19
250 15
387 26
603 59
711 270
329 782
58 844
17 668
8 509
6 403
1 308
0 232
0 161
0 116
0 83
0 62
0 43
0 34
0 26
0 19
0 13
0 8
